Word,Friend,Score
fellah,fellah,100
fellatio,fellatio,100
fellow,fellow,100
fellows,fellows,100
femme,femme,100
fenek,fennek,91
feng,feng,100
feniks,feniks,100
fenol,fenol,100
fenole,fenolen,92
fenomen,fenomeen,93
fenotyp,fenotype,93
feret,ferlet,91
ferm,ferm,100
ferment,ferment,100
fermer,fermer,100
feromon,feromoon,93
ferro,ferro,100
fervet,fervent,92
feston,feston,100
feta,feta,100
fiat,fiat,100
fibula,fibula,100
fiction,fiction,100
fidel,fideel,91
field,field,100
fieldwork,fieldwork,100
fiesta,fiësta,91
figar,figaro,91
figaro,figaro,100
figurant,figurant,100
fiks,fiks,100
filament,filament,100
filantrop,filantroop,95
filantropia,filantropie,91
filara,filaria,92
filaria,filaria,100
file,file,100
filer,filmer,91
filet,filet,100
filigran,filigraan,94
filister,filister,100
film,film,100
filmdruk,filmdruk,100
filmografia,filmografie,91
filolog,filoloog,93
filtr,filter,91
filtrat,filtraat,93
finale,finale,100
finalis,finalist,93
fine,fine,100
fineline,fineliner,94
finis,finish,91
firewall,firewall,100
firma,firma,100
firmament,firmament,100
firman,firmant,92
firmant,firmant,100
firmware,firmware,100
firn,firn,100
first,first,100
fiscus,fiscus,100
fitness,fitness,100
fixe,fixe,100
flader,fladder,92
flagelant,flagellant,95
flagellant,flagellant,100
flageolet,flageolet,100
flagrante,flagrante,100
flair,flair,100
flamboyant,flamboyant,100
flamenco,flamenco,100
flaming,flamingo,93
flank,flank,100
flash,flash,100
flashback,flashback,100
flashe,flashes,92
flatter,flatteer,93
flegma,flegma,100
fleurs,fleuris,92
flik,flik,100
flintglas,flintglas,100
flip,flip,100
fliper,flipper,92
flipper,flipper,100
flirt,flirt,100
flobert,flobert,100
flop,flop,100
flor,flor,100
flora,flora,100
floren,floeren,92
floret,floret,100
flos,flos,100
flow,flow,100
flowerpower,flowerpower,100
fluor,fluor,100
flus,flus,100
focus,focus,100
fokker,fokker,100
folder,folder,100
foliant,foliant,100
folio,folio,100
folk,folk,100
folklor,folklore,93
fond,fond,100
fondue,fondue,100
fonem,foneem,91
fonograf,fonograaf,94
fonogram,fonogram,100
fonol,fonola,91
fonola,fonola,100
fonolog,fonoloog,93
font,font,100
food,food,100
football,football,100
fora,fora,100
force,force,100
forehand,forehand,100
forint,forint,100
forma,forma,100
formant,formant,100
format,format,100
formia,formica,92
fort,fort,100
forte,forte,100
fortepian,fortepiano,95
fortepiano,fortepiano,100
fortiori,fortiori,100
fortissimo,fortissimo,100
forum,forum,100
fosfat,fosfaat,92
fosfor,fosfor,100
fosfór,fosfor,91
fosgen,fosgeen,92
fossa,fossa,100
foto,foto,100
fotochemia,fotochemie,90
fotogaleria,fotogalerie,91
fotograf,fotograaf,94
fotografia,fotografie,90
fotografik,fotografie,90
fotogram,fotogram,100
fotolab,fotolab,100
fotometr,fotometer,94
fotomodel,fotomodel,100
foton,foton,100
fotosetter,fotozetter,90
fototropia,fototropie,90
foyer,foyer,100
fragment,fragment,100
frak,frak,100
franc,franc,100
franca,franca,100
franchising,franchising,100
franco,franco,100
frank,frank,100
frans,frans,100
frater,frater,100
freak,freak,100
free,free,100
freelancer,freelancer,100
freelander,freelancer,90
freestyle,freestyle,100
freeware,freeware,100
frenologia,frenologie,90
freon,freon,100
fresco,fresco,100
frezer,frezer,100
frisbee,frisbee,100
friss,frisse,91
front,front,100
frontale,frontale,100
fronte,fronste,92
frontispis,frontispies,95
frontman,frontman,100
fronton,fronton,100
froufrou,froufrou,100
frutti,frutti,100
fuga,fuga,100
full,full,100
funcie,functie,92
fundament,fundament,100
fundum,fundum,100
funk,funk,100
funky,funky,100
furor,furore,91
fusion,fusion,100
futon,futon,100
future,future,100
futures,futures,100
futurolog,futuroloog,95
futurologia,futurologie,91
futurum,futurum,100
gadget,gadget,100
gafel,gaffel,91
gaga,gaga,100
gala,gala,100
galan,galant,91
galant,galant,100
galanteria,galanterie,90
galanterki,galanterie,90
gallofil,gallofiel,94
gallofobia,gallofobie,90
gallomania,gallomanie,90
galon,galon,100
galop,galop,100
gamba,gamba,100
gambir,gambir,100
gambit,gambiet,92
gamelan,gamelan,100
gamepad,gamepad,100
gamma,gamma,100
gang,gang,100
ganglion,ganglion,100
gangster,gangster,100
garage,garage,100
gard,gard,100
garde,garde,100
garden,garden,100
gardenia,gardenia,100
garnitur,garnituur,94
garniturek,garnituren,90
garnizon,garnizoen,94
garson,garçon,91
gastr,gastro,91
gastritis,gastritis,100
gastro,gastro,100
gastronom,gastronoom,95
gastronomia,gastronomie,91
gastronomik,gastronomie,91
gateway,gateway,100
gaucho,gaucho,100
gawron,garçon,91
gazel,gazel,100
gazon,gazon,100
gazpacho,gazpacho,100
gematria,gematria,100
gender,gender,100
genealog,genealoog,94
genealogia,genealogie,90
generale,generale,100
generation,generation,100
generator,generator,100
genere,generen,92
generis,generis,100
genet,genet,100
genina,geniën,91
genius,genius,100
genocide,genocide,100
genom,genoom,91
genotyp,genotype,93
genre,genre,100
gentleman,gentleman,100
gentlemen,gentlemen,100
genua,genua,100
genus,genus,100
geograf,geograaf,93
geolog,geologe,92
geotechnika,geotechniek,91
gepard,gepaard,92
geranium,geranium,100
gerbera,gerbera,100
gerent,gerent,100
geront,geronkt,92
gerontolog,gerontoloog,95
gerundium,gerundium,100
gerundivum,gerundivum,100
gerundiwum,gerundivum,90
geses,gesels,91
gestae,gestage,92
geste,geste,100
gestor,gestort,92
geter,getier,91
getter,getter,100
getto,getto,100
getyt,getypt,91
ghostwriter,ghostwriter,100
gibbon,gibbon,100
gibon,gibbon,91
gierka,gierkar,92
giga,giga,100
gigabit,gigabit,100
gigant,gigant,100
gigawat,gigawatt,93
gigolo,gigolo,100
gigue,gigue,100
ginseng,ginseng,100
gips,gips,100
giro,giro,100
giser,gister,91
glacis,glacis,100
gladiator,gladiator,100
gladiolus,gladiolus,100
glans,glans,100
glaspapier,glaspapier,100
glee,glee,100
glissando,glissando,100
glit,glit,100
gloria,gloria,100
glosarium,glossarium,95
glossem,glosseem,93
glossolalia,glossolalie,91
glottis,glottis,100
gluon,gluton,91
gluten,gluten,100
gnomon,gnomon,100
goalkeeper,goalkeeper,100
gobelin,gobelin,100
goblin,gobelin,92
gocart,gocart,100
golem,golem,100
golf,golf,100
goliat,goliath,92
gondola,gondola,100
gong,gong,100
goniometr,goniometer,95
goniometra,goniometer,90
goniometria,goniometrie,91
goodwill,goodwill,100
gording,gording,100
gore,gore,100
gorgonzola,gorgonzola,100
gors,gors,100
gorze,gorzen,91
gospel,gospel,100
gospels,gospels,100
gothic,gothic,100
gouda,gouda,100
gourmand,gourmand,100
gourmet,gourmet,100
gradient,gradiënt,93
graf,graf,100
grafem,grafeem,92
grafen,grafen,100
graffiti,graffiti,100
grafik,grafiek,92
grafit,grafiet,92
grafolog,grafoloog,94
grafologia,grafologie,90
gram,gram,100
granat,granaat,92
grand,grand,100
grande,grande,100
grandezza,grandezza,100
granit,graniet,92
grant,graant,91
granulat,granulaat,94
grapa,grappa,91
grapefruit,grapefruit,100
grapefruitu,grapefruits,91
grappa,grappa,100
gras,gras,100
grasant,graskant,93
grata,grata,100
gratin,gratin,100
gratis,gratis,100
grave,grave,100
grawer,grauwer,92
grazioso,grazioso,100
grec,grec,100
green,green,100
gremium,gremium,100
grenadier,grenadier,100
gres,gres,100
grey,grey,100
grill,grill,100
gringo,gringo,100
grisaille,grisaille,100
grizzly,grizzly,100
grog,grog,100
groggy,groggy,100
grom,grom,100
gros,gros,100
grosso,grosso,100
grot,grot,100
grotesk,grotesk,100
groupie,groupie,100
groupies,groupies,100
grunge,grunge,100
guacamole,guacamole,100
guano,guano,100
guerilla,guerrilla,94
guerre,guerre,100
guerrilla,guerrilla,100
gulden,gulden,100
gust,gust,100
gutturalny,gutturalen,90
gyros,gyros,100
habit,habijt,91
habitat,habitat,100
habitus,habitus,100
hacker,hacker,100
hacking,hacking,100
haft,haft,100
hagada,hagada,100
haggis,haggis,100
hagiograf,hagiograaf,95
hagiografia,hagiografie,91
haiku,haiku,100
haker,haker,100
haking,hacking,92
halacha,halacha,100
halal,halal,100
half,half,100
halfpipe,halfpipe,100
halfwind,halfwind,100
hall,hall,100
hallo,hallo,100
halma,halma,100
halo,halo,100
halogen,halogeen,93
hals,hals,100
hamburger,hamburger,100
hamer,hamer,100
hand,hand,100
handel,handel,100
handicap,handicap,100
handl,handel,91
handout,hand-out,93
hands,hands,100
hanga,hangar,91
hangar,hangar,100
happening,happening,100
happy,happy,100
hapten,hapten,100
harakiri,harakiri,100
haram,haram,100
haras,harnas,91
hard,hard,100
hardware,hardware,100
harem,harem,100
harlekin,harlekijn,94
harmonia,harmonica,94
harmonium,harmonium,100
hart,hart,100
haspel,haspel,100
hattrick,hattrick,100
hausse,hausse,100
haut,haut,100
haute,haute,100
hazard,hazard,100
headhunter,headhunter,100
headline,headline,100
headset,headset,100
healer,healer,100
heavy,heavy,100
hebel,heibel,91
hebes,hebbes,91
hedging,hedging,100
heimat,heimat,100
heksen,heksen,100
hela,hela,100
helikopter,helikopter,100
heling,heling,100
heliograf,heliograaf,95
heliografia,heliografie,91
helion,helicon,92
heliotrop,heliotroop,95
heliport,heliport,100
helium,helium,100
helling,helling,100
help,help,100
helpdesk,helpdesk,100
hels,hels,100
hemat,heimat,91
hematogen,hematogeen,95
hematolog,hematoloog,95
hematologia,hematologie,91
hemoglobina,hemoglobine,91
hendiadys,hendiadys,100
henna,henna,100
hepster,helpster,93
heptametr,heptameter,95
herbarium,herbarium,100
hercules,hercules,100
hermandad,hermandad,100
hermelin,hermelijn,94
heros,heros,100
herpeswirus,herpesvirus,91
heses,hesjes,91
hester,heester,92
hetero,hetero,100
heterofilia,heterofilie,91
heteronomia,heteronomie,91
hezbollah,hezbollah,100
hidalgo,hidalgo,100
hiena,hierna,91
high,high,100
highbrow,highbrow,100
hiper,hipper,91
hippie,hippie,100
hippies,hippies,100
hippis,hippies,92
histogram,histogram,100
histologia,histologie,90
histor,history,92
historia,historica,94
hobbit,hobbit,100
hobbits,hobbits,100
hobby,hobby,100
hobo,hobo,100
hockey,hockey,100
hokke,hokken,91
hola,hola,100
hold,hold,100
holding,holding,100
holdup,hold-up,92
holend,hollend,92
holocaust,holocaust,100
holocen,holoceen,93
holografia,holografie,90
hologram,hologram,100
homage,hommage,92
home,home,100
homer,hommer,91
homespun,homespun,100
hominem,hominem,100
hominid,hominide,93
hommage,hommage,100
homo,homo,100
homofob,homofobe,93
homofon,homofoon,93
homogen,homogeen,93
homograf,homograaf,94
homolog,homologe,93
homonim,homoniem,93
homozygota,homozygoot,90
honorarium,honorarium,100
honoris,honoris,100
hoop,hoop,100
hopel,hoepel,91
hopla,hopla,100
hopsa,hopsa,100
hormon,hormon,100
horror,horror,100
hors,hors,100
horse,horse,100
horst,horst,100
hortologia,hortologie,90
hortus,hortus,100
hosanna,hosanna,100
hospitant,hospitant,100
host,host,100
hostel,hostel,100
hosting,hosting,100
hotel,hotel,100
hotline,hotline,100
hotspot,hotspot,100
hour,hour,100
house,house,100
http,http,100
hugenot,hugenoot,93
hulk,hulk,100
humaine,humaine,100
human,human,100
humaniora,humaniora,100
humbug,humbug,100
hummer,hummer,100
hummus,hummus,100
humor,humor,100
humus,humus,100
hurling,hurling,100
husky,husky,100
hutspot,hutspot,100
huzar,huzaar,91
hybris,hybris,100
hydra,hydra,100
hydrant,hydrant,100
hydrat,hydraat,92
hydraulika,hydraulica,90
hydro,hydro,100
hydrofil,hydrofiel,94
hydrofob,hydrofobe,94
hydrofobia,hydrofobie,90
hydrofon,hydrofoon,94
hydrograf,hydrograaf,95
hydrografia,hydrografie,91
hydrografik,hydrografie,91
hydrolog,hydroloog,94
hydrologia,hydrologie,90
hydrosfera,hydrosfeer,90
hymen,hymen,100
hymnologia,hymnologie,90
hypertekst,hypertekst,100
hystericus,hystericus,100
hysteron,hysteron,100
iPod,iPod,100
ibidem,ibidem,100
ibis,ibis,100
ibuprofen,ibuprofen,100
ideae,ideale,91
idem,idem,100
ideogram,ideogram,100
ideolog,ideoloog,93
idiom,idioom,91
idole,idolen,91
ignorant,ignorant,100
ignorantia,ignorantie,90
ikebana,ikebana,100
illuminati,illuminatie,95
ilustrator,illustrator,95
image,image,100
imago,imago,100
imam,imam,100
imigrant,immigrant,94
imitator,imitator,100
immobilia,immobilia,100
immobiliser,immobilisme,91
immunitet,immuniteit,95
immunogenny,immunogenen,91
immunolog,immunologe,95
immunologia,immunologie,91
impala,impala,100
impedyment,impediment,90
impera,imperia,92
imperativem,imperatieve,91
imperativie,imperatieve,91
imperator,imperator,100
imperfectum,imperfectum,100
imperfektum,imperfectum,91
imperial,imperiaal,94
imperialny,imperialen,90
imperium,imperium,100
impertynent,impertinent,91
implicite,impliciete,95
import,import,100
importer,importeer,94
impos,impost,91
impost,impost,100
impotent,impotent,100
impresario,impresario,100
imprimatur,imprimatur,100
impromptu,impromptu,100
impuls,impuls,100
incentive,incentive,100
incest,incest,100
inclusive,inclusieve,95
incognita,incognita,100
incognito,incognito,100
inden,inden,100
independent,independent,100
indicato,indicator,94
indolent,indolent,100
indolog,indoloog,93
indor,indoor,91
indris,indruis,92
indult,indult,100
industrial,industriële,90
inert,inert,100
infant,infant,100
infanteria,infanterie,90
inferno,inferno,100
infirmeria,infirmerie,90
influenza,influenza,100
info,info,100
informel,informeel,94
infra,infra,100
ingerent,ingeprent,94
ingot,ingoot,91
ingredient,ingrediënt,95
inhalator,inhalator,100
inhalatorek,inhalatoren,91
inkarnat,inkarnaat,94
inker,inkeer,91
inlet,inlegt,91
inmet,inmeet,91
inset,insect,91
insider,insider,100
inspirator,inspirator,100
instant,instant,100
instrument,instrument,100
instygator,instigator,90
insurgent,insurgent,100
integralny,integralen,90
integrator,integrator,100
intel,instel,91
inteligent,intelligent,95
intelligunt,intelligent,91
inter,inter,100
intercity,intercity,100
intercom,intercom,100
interes,interest,93
interesant,interessant,95
interface,interface,100
interferon,interferon,100
interier,interieur,94
interim,interim,100
interlinia,interlinie,90
interludium,interludium,100
interlunium,interludium,91
intermedium,intermedium,100
intermezzo,intermezzo,100
internat,internaat,94
internet,internet,100
interpreter,interpreten,91
interregnum,interregnum,100
interview,interview,100
intestat,intestaat,94
intifada,intifada,100
intra,intra,100
intranet,intranet,100
intro,intro,100
intron,intron,100
invar,invaar,91
inwit,inwit,100
ippon,ippon,100
ipso,ipso,100
iron,iron,100
irrealis,irrealis,100
ischias,ischias,100
islam,islam,100
istmus,istmus,100
item,item,100
jacht,jacht,100
jack,jack,100
jackpot,jackpot,100
jacuzzi,jacuzzi,100
jaguar,jaguar,100
jajem,jajem,100
jakobin,jakobijn,93
jambalaya,jambalaya,100
jamboree,jamboree,100
jams,jams,100
japs,japs,100
jargon,jargon,100
jasak,jaszak,91
jaspis,jaspis,100
jatagan,jatagan,100
jazz,jazz,100
jeans,jeans,100
jeep,jeep,100
jersey,jersey,100
jingle,jingle,100
jiujitsu,jiujitsu,100
jive,jive,100
jockey,jockey,100
jodofor,jodoform,93
jodoform,jodoform,100
jogger,jogger,100
jogging,jogging,100
joint,joint,100
jojo,jojo,100
joker,joker,100
jonagold,jonagold,100
jonatan,jonathan,93
jong,jong,100
jota,jota,100
joule,joule,100
jour,jour,100
joystick,joystick,100
jubel,jubel,100
jubiler,jubileer,93
jucht,juicht,91
judo,judo,100
judok,judoka,91
judoka,judoka,100
jufer,juffer,91
jufers,juffers,92
jukebox,jukebox,100
julienne,julienne,100
jumbo,jumbo,100
jumper,jumper,100
jungle,jungle,100
junior,junior,100
junta,junta,100
jura,jura,100
jury,jury,100
juste,juiste,91
kabel,kabel,100
kabelgat,kabelgat,100
kabinet,kabinet,100
kabuki,kabuki,100
kachel,kachel,100
kadaster,kadaster,100
kadet,kadet,100
kadi,kadi,100
kaduk,kaduke,91
kafir,kafir,100
kaftan,kaftan,100
kajak,kajak,100
kakemono,kakemono,100
kaki,kaki,100
kakografia,kakografie,90
kalamin,kalamijn,93
kalander,kalander,100
kaliber,kaliber,100
kalif,kalief,91
kalifat,kalifaat,93
kalium,kalium,100
kalomel,kalomel,100
kalong,kalong,100
kamel,kameel,91
kameleon,kameleon,100
kamer,kamer,100
kamerher,kamerheer,94
kamerling,kamerling,100
kamgarn,kamgaren,93
kamikaze,kamikaze,100
kamlot,kamelot,92
kandelabr,kandelaber,95
kandelabra,kandelaber,90
kanion,kanoën,91
kanji,kanji,100
kanoe,kanode,91
kanon,kanon,100
kanonier,kanonnier,94
kant,kant,100
kantele,kantelde,93
kanton,kanton,100
kantoniera,kantonnier,90
kantor,kantoor,92
kaolin,kaolien,92
kapar,kapkar,91
kapelan,kapelaan,93
kaper,kaper,100
kapitel,kapiteel,93
kapka,kapkar,91
kapo,kapo,100
kapok,kapok,100
kapot,kapot,100
kappa,kappa,100
kapron,kaproen,92
kapsel,kapsel,100
karabin,karabijn,93
karabinier,karabinier,100
karaoke,karaoke,100
karat,karaat,91
karate,karate,100
karateka,karateka,100
karibe,kariboe,92
karier,kariger,92
karkas,karkas,100
karma,karma,100
karmel,karamel,92
karmin,karmijn,92
karne,karnde,91
karoten,karotten,93
kart,kart,100
kartel,kartel,100
karter,kaarter,92
karting,karting,100
karton,karton,100
kasba,kasba,100
kasha,kashba,91
kasko,kaseko,91
kastor,kastoor,92
katafalk,katafalk,100
katering,kartering,94
kateter,katheter,93
kation,kation,100
katjang,katjang,100
katon,kanton,91
kauri,kauri,100
kawai,kawai,100
kcal,kcal,100
kebab,kebab,100
keep,keep,100
kefir,kefir,100
kegel,kegel,100
kelner,kelner,100
kelp,kelp,100
kendo,kendo,100
kenel,kennel,91
kennel,kennel,100
kent,kent,100
keratitis,keratitis,100
kermes,kermes,100
ketchup,ketchup,100
keten,keten,100
kevlar,kevlar,100
keyboard,keyboard,100
kibel,kibbel,91
kick,kick,100
kickbokser,kickbokser,100
kidnaper,kidnapper,94
kidnaping,kidnapping,95
kids,kids,100
kiep,kiep,100
kier,kier,100
kiler,killer,91
killer,killer,100
kilo,kilo,100
kilobit,kilobit,100
kilogram,kilogram,100
kilolitr,kiloliter,94
kilometr,kilometer,94
kilowat,kilowatt,93
kilt,kilt,100
kilwater,kielwater,94
kimono,kimono,100
kina,kina,100
kinderbal,kinderbal,100
kiosk,kiosk,100
kiper,kieper,91
kipers,kippers,92
kitel,kietel,91
kiwi,kiwi,100
klad,klad,100
klamp,klamp,100
klap,klap,100
klapak,klapdak,92
klapek,klaphek,92
klarnet,klarinet,93
klas,klas,100
kleft,kleeft,91
klep,klep,100
kleptoman,kleptomaan,95
kleptomania,kleptomanie,91
klerk,klerk,100
klezmer,klezmer,100
klif,klif,100
klik,klik,100
klimat,klimaat,92
klimatolog,klimatoloog,95
kline,kleine,91
klinek,kliniek,92
klinik,kliniek,92
klip,klip,100
kliper,klipper,92
klister,klister,100
klop,klop,100
kluch,klucht,91
knaster,knaster,100
knastr,knaster,92
knecht,knecht,100
knedel,knoedel,92
knel,knel,100
knock,knock,100
knockout,knock-out,94
knot,knot,100
knut,knut,100
koala,koala,100
kobalt,kobalt,100
kobold,kobold,100
kodak,kodak,100
koder,kolder,91
kodon,kordon,91
koel,koel,100
kogel,kogel,100
koine,koine,100
koker,koker,100
kokos,kokos,100
koks,koks,100
kola,kola,100
kolagen,koplagen,93
kolba,kolbak,91
kolender,kolenader,94
kollagen,koollagen,94
kolonel,kolonel,100
kolonialny,kolonialen,90
kolonie,kolonie,100
kolonizator,kolonisator,91
kolos,kolos,100
kolt,kolt,100
komediant,komediant,100
komik,komiek,91
komin,komijn,91
kompan,kompaan,92
kompas,kompas,100
kompres,kompres,100
konak,kornak,91
konstabl,konstabel,94
konterfekt,konterfeit,90
kopal,kopal,100
koper,koper,100
kopra,kopra,100
kopt,kopt,100
koral,koraal,91
korale,koralen,92
koran,koran,100
korbal,korfbal,92
kordelier,kordelier,100
kordon,kordon,100
korfbal,korfbal,100
koriander,koriander,100
kormoran,kormoraan,94
kornak,kornak,100
kornel,kornel,100
kornet,kornet,100
kort,kort,100
korund,korund,100
koser,koster,91
kosmogonia,kosmogonie,90
kosmograf,kosmograaf,95
kosmografia,kosmografie,91
kosmolog,kosmoloog,94
kosmologia,kosmologie,90
kosmopolita,kosmopoliet,91
kosmos,kosmos,100
kotlet,kotelet,92
koto,koto,100
kozak,kozak,100
kraal,kraal,100
krab,krab,100
krach,krach,100
krak,krak,100
kraken,kraken,100
kraker,kraker,100
krakers,krakers,100
kram,kram,100
kramik,kramiek,92
kras,kras,100
krater,krater,100
kraton,kraton,100
kris,kris,100
krok,krok,100
krokant,krokant,100
krokus,krokus,100
krom,krom,100
kronglas,kroonglas,94
kropla,kropsla,92
kruk,kruk,100
kryolit,kryoliet,93
krypton,krypton,100
kubek,kubiek,91
kubik,kubiek,91
kuch,kuch,100
kulas,kulas,100
kult,kult,100
kuper,kuiper,91
kurde,kuurde,91
kurkuma,kurkuma,100
kursal,kursaal,92
kuter,kuiter,91
kwadrant,kwadrant,100
kwadrat,kwadraat,93
kwadratura,kwadratuur,90
kwak,kwak,100
kwant,kwant,100
kwantum,kwantum,100
kwark,kwark,100
kwarter,kwartier,93
kwartet,kwartet,100
kwarto,kwarto,100
kwik,kwik,100
kwiki,kwikwi,91
kwintal,kwintaal,93
kwintet,kwintet,100
kynolog,kynoloog,93
labarum,labarum,100
label,label,100
labeling,labeling,100
laber,labber,91
labet,labelt,91
laborant,laborant,100
labrador,labrador,100
lacet,lancet,91
lacrosse,lacrosse,100
ladanum,laudanum,93
lady,lady,100
lager,lager,100
lala,lala,100
lama,lama,100
lambada,lambada,100
lambda,lambda,100
lambrekin,lambrekijn,95
lambrekina,lambrekijn,90
lamentabile,lamentabele,91
lamer,lamfer,91
laminat,laminaat,93
lamp,lamp,100
lampion,lampion,100
lancer,lanceer,92
lancet,lancet,100
lancknecht,lansknecht,90
land,land,100
landgraf,landgraaf,94
landrat,landrat,100
lans,lans,100
laparotomia,laparotomie,91
lapis,lapis,100
lapsus,lapsus,100
laptop,laptop,100
large,large,100
larghetto,larghetto,100
largo,largo,100
laryngalny,laryngalen,90
laryngolog,laryngoloog,95
lasagne,lasagne,100
laser,laser,100
laska,laskap,91
laskar,laskaar,92
lasso,lasso,100
last,last,100
late,late,100
latte,latte,100
laudanum,laudanum,100
laudatio,laudatio,100
laude,laude,100
laureat,laureaat,93
lava,lava,100
lavabo,lavabo,100
lawn,lawn,100
layout,lay-out,92
lazaret,lazaret,100
lazuli,lazuli,100
lazur,lazuur,91
leader,leader,100
learning,learning,100
lease,lease,100
leasing,leasing,100
least,leaset,91
lechaim,lechajim,93
lector,lector,100
legat,leegat,91
legato,legato,100
lege,lege,100
legenda,legenda,100
leges,leges,100
leghorn,leghorn,100
legion,legioen,92
legislatura,legislatuur,91
leica,lexica,91
leitmotiv,leitmotiv,100
leman,leeman,91
leming,lemming,92
lemma,lemma,100
lemur,lemuur,91
lente,lente,100
lento,lento,100
leporello,leporello,100
lepra,lepra,100
lepton,lepton,100
leptosom,leptosome,94
leukocyt,leukocyt,100
leukoplast,leukoplast,100
liaison,liaison,100
lias,lias,100
liber,libero,91
libero,libero,100
libido,libido,100
libretto,libretto,100
libri,libris,91
libris,libris,100
librium,librium,100
lider,lijder,91
lifestyle,lifestyle,100
lift,lift,100
liga,liga,100
ligament,ligament,100
light,light,100
ligustr,liguster,93
lila,lila,100
liman,liman,100
limbo,limbo,100
limbus,limbus,100
limes,limes,100
limit,limit,100
limiter,limiteer,93
limo,limo,100
limon,limoen,91
limonen,limoenen,93
limousin,limousin,100
lindan,lindaan,92
line,line,100
linea,linea,100
liner,linker,91
lines,lindes,91
linga,lingua,91
lingua,lingua,100
liniment,liniment,100
link,link,100
linoleum,linoleum,100
linotyp,linotype,93
lipid,lipide,91
lipogram,lipogram,100
liquidae,liquidae,100
lira,lira,100
list,list,100
listera,listeria,93
listeria,listeria,100
listing,listing,100
literak,literpak,93
literat,literaat,93
literatura,literatuur,90
litotes,litotes,100
live,live,100
living,living,100
lobbing,lobbying,93
lobby,lobby,100
lobbying,lobbying,100
lobelia,lobelia,100
locale,locale,100
loco,loco,100
locus,locus,100
loden,loden,100
loggia,loggia,100
logia,loggia,91
logo,logo,100
logos,logos,100
lokal,lokaal,91
lolita,lolita,100
long,long,100
longdrink,longdrink,100
lont,lont,100
look,look,100
loop,loop,100
looping,looping,100
lord,lord,100
lori,lori,100
loss,loss,100
lost,lost,100
lotion,lotion,100
lotto,lotto,100
lotus,lotus,100
lucid,lucide,91
ludek,ludiek,91
ludens,luidens,92
lues,lues,100
lugubre,lugubere,93
lumen,lumen,100
lumina,luminal,92
luminal,luminal,100
lunapark,lunapark,100
lunch,lunch,100
lunche,lunchen,92
lupus,lupus,100
lustr,luster,91
lustrum,lustrum,100
luter,luster,91
lycra,lycra,100
lynch,lynch,100
lynche,lynchen,92
maar,maar,100
macabre,macabre,100
mach,mach,100
machen,machten,92
macher,macher,100
machete,machete,100
machina,machina,100
machismo,machismo,100
macho,macho,100
macht,macht,100
macte,machte,91
madame,madame,100
made,made,100
madera,madera,100
madonna,madonna,100
madras,madras,100
madrasa,madrassa,93
maestoso,maestoso,100
maestro,maestro,100
mafia,maffia,91
mafiosi,maffiosi,93
mafioso,maffioso,93
magenta,magenta,100
maggi,maggi,100
magister,magister,100
magistrala,magistraal,90
magistrant,magistraat,90
magistrat,magistraat,95
magma,magma,100
magnat,magnaat,92
magnet,magneet,92
magneton,magnetron,94
magnetron,magnetron,100
magnolia,magnolia,100
magnum,magnum,100
magot,magot,100
maharisi,maharishi,94
mahjong,mahjong,100
mail,mail,100
mailing,mailing,100
mainframe,mainframe,100
mainframie,mainframes,90
mainstream,mainstream,100
mais,mais,100
maizena,maizena,100
major,major,100
majorat,majoraat,93
majordomus,majordomus,100
majorette,majorette,100
majors,majors,100
makak,makaak,91
makam,makam,100
makaron,makaron,100
make,make,100
maki,maki,100
makro,makron,91
makrofauna,macrofauna,90
makrokosmos,macrokosmos,91
makron,makron,100
malachit,malachiet,94
malaga,malaga,100
malaria,malaria,100
malina,maliën,91
malkontent,malcontent,90
mall,mall,100
malm,malm,100
mama,mama,100
mamba,mamba,100
mameluk,mammeluk,93
mamer,marmer,91
mamma,mamma,100
mammografia,mammografie,91
mammogram,mammogram,100
management,management,100
manager,manager,100
manat,mangat,91
manchester,manchester,100
manczester,manchester,90
mandala,mandala,100
mandat,mandaat,92
mandragora,mandragora,100
manele,manuele,92
manga,manga,100
mangan,mangaan,92
mango,mango,100
mania,maniak,91
maniak,maniak,100
manicure,manicure,100
manifest,manifest,100
manifestant,manifestant,100
manila,manilla,92
maniok,maniok,100
manipulator,manipulator,100
manna,manna,100
manometr,manometer,94
manta,mantra,91
mantelzak,mantelzak,100
mantra,mantra,100
manum,magnum,91
maquillage,maquillage,100
maquis,maquis,100
maracuja,maracuja,100
maran,maraan,91
maraton,marathon,93
marc,marc,100
mare,mare,100
marginalia,marginalia,100
marginalny,marginalen,90
marihuana,marihuana,100
marimba,marimba,100
marina,marina,100
marine,marine,100
marines,marines,100
mark,mark,100
marker,marker,100
market,market,100
marketing,marketing,100
marlin,marlijn,92
marmit,marmiet,92
marokin,marokijn,93
maron,makron,91
mars,mars,100
marsala,marsala,100
marten,maarten,92
martin,martini,92
martini,martini,100
mary,mary,100
masala,masala,100
mascara,mascara,100
mascarpone,mascarpone,100
masculinum,masculinum,100
maser,malser,91
maskulinum,masculinum,90
masse,masse,100
mastaba,mastaba,100
master,master,100
mastif,mastiff,92
mastiff,mastiff,100
mastodont,mastodont,100
maswerk,maaswerk,93
mata,mata,100
matador,matador,100
mate,mate,100
matelot,matelot,100
matelote,matelotje,94
mater,mater,100
materialno,materialen,90
materialny,materialen,90
matres,maîtres,100
